country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Guernsey,GG,GGY,64468,0,0,9/26/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,235,2,8/15/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,36,0,3/24/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,3/2/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,173,1,10/10/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,5/12/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,920,15,7/27/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,132,1,3/13/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,43,0,8/21/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2/7/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,10/8/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8779,174,6/12/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,445,4,4/17/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1125,60,6/1/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2,0,3/11/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,5/15/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,1/15/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,33,0,3/8/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,4945,70,8/12/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1870,2,10/24/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,643,138,5/15/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,15,0,3/18/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,84,6,4/20/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,1/8/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,212,0,3/12/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2/4/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,1/14/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,10633,58,5/4/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,5133,118,10/14/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,330,3,7/10/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,161,5,8/22/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,205,154,4/27/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,106,2,5/23/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,24,1,5/4/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,1/11/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,11,1,4/11/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,41,1,3/29/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,33,2,8/25/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,180,1,8/14/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,6/11/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,111,1,9/3/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,148,0,10/18/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,4,0,6/21/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/15/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,83,3,5/2/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1407,12,9/15/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,15,0,3/23/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1,0,3/1/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,32,0,3/13/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,7/6/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,45,0,9/23/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,4694,619,4/12/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,3/6/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,687,0,6/21/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,3/11/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,7/21/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,21,0,3/15/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,13,0,3/20/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,411,2,9/10/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,794,166,5/3/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,347,13,8/9/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,7/19/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,10,0,3/25/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,9/10/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,1,0,3/10/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,0,5/23/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,188,0,9/22/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,3,0,4/10/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,24,1,7/11/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,1/19/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,8,2,6/22/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2/18/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,534,4,8/22/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,76,3,4/21/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,8/10/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,1,3,4/29/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,1/26/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/22/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,72,0,10/1/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2462,33,9/15/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,1/25/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,11,2,5/1/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,584,9,7/26/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,1/18/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1,0,2/11/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,0,5/19/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,8702,68,10/3/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,691,3,9/25/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,478,19,3/15/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,50,4,5/4/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,6/9/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,175,5,4/4/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,13754,286,10/16/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,255,1,9/26/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,22,0,8/18/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,13,0,3/18/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,90,8,7/17/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,54,0,3/21/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,122,2,9/25/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,10581,76,5/5/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,4,1,5/9/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,38,0,5/5/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,1/17/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,10/23/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,22,0,9/8/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,1/25/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,1/26/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1394,205,4/18/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,175,3,8/30/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,76,0,10/23/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,404,5,9/7/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,13,2,4/15/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,37,0,7/2/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2,0,5/25/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,36,0,3/31/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,15,1,4/20/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,11,0,3/31/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,4456,36,10/7/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,38,0,6/7/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,64,1,6/13/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,138,1,5/10/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,1/18/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,4,0,3/23/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,78,11,4/8/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,23,0,8/11/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,1,0,10/12/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,7/31/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,5/11/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,8,1,3/16/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,5/14/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,8/10/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,210,15,6/6/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,4,0,4/30/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,382,3,7/31/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,147,0,8/25/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,17,1,7/23/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,10,0,4/14/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,4,0,6/17/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,9/19/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,14,0,4/7/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,1/22/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,1/12/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2/8/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,642,7,8/20/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,7/11/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,1/18/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,3/18/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,14,0,5/2/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,3/16/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,161,6,5/7/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2/8/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,0,3/16/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,7/9/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,1,0,3/30/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,1/23/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,8,0,4/14/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,7/23/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/27/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,1/19/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,1/21/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,75,1,8/4/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,4/12/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,76,8,4/16/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,9,0,7/29/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2091,382,4/29/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,8/15/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,4,0,6/16/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,95,11,4/24/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,631,1,8/31/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,386,19,4/24/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,412,23,4/26/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,811,14,8/14/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5195,61,9/7/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,1/11/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,181,0,6/15/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,9/21/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,786,4,10/7/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,1,0,3/4/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,902,19,7/23/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2936,89,4/30/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,6,0,9/10/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,878,21,6/7/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,418,9,7/24/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,443,2,7/9/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,7/18/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,989,19,6/9/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,13,0,4/24/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2/6/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8248,193,6/17/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,168,1,8/17/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,1/28/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,1/22/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,165,3,10/11/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,11,0,3/20/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,260,3,8/16/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,144,3,8/7/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,25,0,5/19/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,1,0,6/1/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,872,1,10/3/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,436,8,10/7/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,522,18,3/30/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,7,3,4/26/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,894,8,9/20/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,7/5/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2/24/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,50,3,6/21/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,1,0,2/29/2020,"Epidemic intelligence, national daily data"
