country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Serbia,RS,SRB,6963764,345,12,7/12/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,259,53,5/18/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,1/6/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,1/26/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1214,23,6/20/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,1/11/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,112,1,5/5/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,6,0,5/31/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,365,5,10/8/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,46,1,4/24/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,3,0,9/14/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,861,4,5/6/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2/14/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,190,3,9/12/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,1062,3,10/19/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,0,7/12/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,0,3/12/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,1/29/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,32,0,9/9/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,18,0,5/16/2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2096,8,9/24/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2,1,5/14/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2/7/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,46,0,9/8/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,6/18/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,497,8,7/19/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,50,0,7/3/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,16,0,10/10/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,64,0,10/9/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,1/28/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,36,0,7/22/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,3,0,6/24/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,1/30/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,1,0,2/29/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2/4/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,19,0,7/12/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,4/21/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,992,262,5/15/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1122,12,8/8/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,15,0,4/18/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,9/29/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,25,0,3/20/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1965,269,5/2/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,390,15,8/14/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,1/6/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,8/8/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,394,30,6/4/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,6,0,7/29/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,89,0,9/3/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,6/22/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,3,0,9/7/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,11,0,9/23/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,188,2,10/22/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,226,3,3/29/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,6,2,6/18/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,3,0,8/4/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,15,0,3/12/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,7/6/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,1/5/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,1/3/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,9/6/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,3/6/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,1,0,3/9/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,5/23/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,3/9/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,15150,232,10/17/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,3892,76,4/8/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,351,1,8/20/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,6,0,3/13/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2/5/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2,0,3/10/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2102,71,10/23/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,189,8,6/8/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,3,2,4/29/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2,0,7/8/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,512,12,7/30/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,396,11,7/20/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,137,0,9/5/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,219,12,5/14/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,188,5,7/30/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2392,92,4/29/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2439,54,9/4/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,67,3,9/7/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2/23/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5940,85,7/21/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,8/29/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,611,17,3/18/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,3/6/2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8915,174,5/27/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,8/5/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,17,0,7/16/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,1489,27,8/9/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,22,3,5/10/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,4,0,4/21/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,4,1,5/20/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,51,0,10/16/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2,6/10/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,149,2,5/26/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2/15/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,68,0,6/23/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,526,5,10/14/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,31,2,4/27/2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,1/21/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,72,0,5/17/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,111,4,8/26/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,792,20,10/18/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,5,0,3/20/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,8/26/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,8/5/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,22,2,8/24/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,823,3,9/11/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2,0,3/18/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,578,4,10/6/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,1/7/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,30,2,8/16/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,454,5,7/22/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,5/11/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,12,7/31/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,87,1,6/29/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,5/22/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,545,23,6/11/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2,0,5/25/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,17,2,4/6/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,851,8,9/29/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,210,1,10/9/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,15,0,8/3/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,2/7/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,19,0,2/29/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/29/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,561,6,3/2/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,7/17/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,4/26/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,2/7/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1130,10,7/25/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,4/20/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,1/5/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2,2,3/18/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,7,0,6/9/2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,303,23,4/28/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2/1/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,147,0,10/7/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,1/12/2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,5/17/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,475,48,4/1/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1048,16,8/27/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,4569,169,3/20/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2328,37,8/23/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,236,1,9/9/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,1/7/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2/22/2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,461,18,4/18/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,241,2,8/23/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,237,8,7/19/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,9997,156,10/19/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,13,0,3/31/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,4,0,3/2/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,140,3,6/27/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,1/2/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,2/10/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,6,0,6/4/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,1/10/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,82,18,4/15/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,36,0,9/19/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,41,0,3/24/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,28,23,5/29/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,33,1,3/25/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,3/1/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,25,1,5/2/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,358,0,8/27/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,1/29/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,754,0,9/10/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2/5/2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,6/4/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,18,0,3/21/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,3/10/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,120,1,3/27/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,6/16/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,802,165,5/11/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,4/6/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,446,9,7/3/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,46,1,3/7/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,26,7,5/31/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2/17/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,777,234,4/8/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,66,3,7/8/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,1/10/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,0,5/8/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,60,1,8/5/2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,6/27/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,1/27/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,3/13/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2/26/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,7/26/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,107,2,7/20/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2/25/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1630,5,9/12/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,40,0,7/12/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,11,4,4/13/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,412,0,8/19/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,7852,49,9/16/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,210,34,6/17/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,14,0,10/18/2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2/3/2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,2/15/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2/29/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,1/29/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,2/1/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,137,9,7/26/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,377,1,6/21/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2,0,5/22/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,10/18/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,95,5,4/13/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,446,21,6/30/2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,743,227,5/9/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,780,6,9/19/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2,0,6/5/2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,193,12,4/19/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,403,55,5/24/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1293,16,7/1/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,491,42,5/26/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,5,0,8/18/2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2153,13,10/18/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,763,17,8/26/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,1/29/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,1/24/2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,1/13/2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2460,32,9/9/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,1/29/2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2/13/2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,1/13/2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,19,0,4/10/2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,1,0,5/17/2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,11,0,4/7/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2,0,3/13/2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,57,0,5/22/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2/2/2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,23,0,3/26/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,257,13,4/10/2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,3/1/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,20,2,5/23/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,49,1,10/10/2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,37,0,10/17/2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,562,21,8/5/2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,0,1/6/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,3,0,3/2/2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,8,0,7/17/2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2/18/2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,24,1,6/16/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,948,2,9/13/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,17,0,4/24/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,116,0,9/28/2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,6/2/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,6/5/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1640,20,9/24/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,20,0,8/16/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,1/17/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,3/7/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,3,0,9/20/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,28,2,4/20/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,6/17/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,1/21/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2/4/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,10/9/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1209,7,8/24/2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,522,4,7/21/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,159,0,10/12/2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,93,1,10/14/2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,3/8/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,1/14/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,3/8/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,5/15/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,1/22/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,6/25/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,430,0,9/28/2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,1/7/2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,1/14/2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,3/30/2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,281,2,10/17/2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,15,3,5/18/2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2/23/2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,3,0,5/1/2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2/24/2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,7720,8,10/20/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,1/4/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,6/24/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,8/4/2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,0,3/8/2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,9/17/2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,3,0,3/2/2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,6/20/2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,6,0,8/3/2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,493,39,4/20/2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,61,2,9/21/2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,8/11/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1549,39,8/30/2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,1/20/2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,2/19/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,2/27/2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,3/1/2020,"Epidemic intelligence, national daily data"
